Country Name,Country Code,Year,"average_value_Adjusted net enrollment rate, primary, female (% of primary school age children)","average_value_Adjusted net enrollment rate, primary, male (% of primary school age children)","average_value_Adolescent fertility rate (births per 1,000 women ages 15-19)",average_value_Births attended by skilled health staff (% of total),"average_value_Children out of school, primary, female","average_value_Children out of school, primary, male","average_value_Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)","average_value_Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)","average_value_Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","average_value_Fertility rate, total (births per woman)","average_value_Life expectancy at birth, female (years)","average_value_Life expectancy at birth, male (years)","average_value_Mortality rate, adult, female (per 1,000 female adults)","average_value_Mortality rate, adult, male (per 1,000 male adults)","average_value_Persistence to last grade of primary, female (% of cohort)","average_value_Persistence to last grade of primary, male (% of cohort)","average_value_Primary education, teachers (% female)","average_value_Progression to secondary school, female (%)","average_value_Progression to secondary school, male (%)","average_value_Repeaters, primary, female (% of female enrollment)","average_value_Repeaters, primary, male (% of male enrollment)","average_value_School enrollment, secondary, female (% gross)","average_value_School enrollment, secondary, female (% net)","average_value_School enrollment, secondary, male (% gross)","average_value_School enrollment, secondary, male (% net)","average_value_School enrollment, tertiary, female (% gross)","average_value_School enrollment, tertiary, male (% gross)","average_value_Secondary education, general pupils (% female)","average_value_Secondary education, pupils (% female)","average_value_Secondary education, teachers (% female)","average_value_Secondary education, vocational pupils (% female)","average_value_Survival to age 65, female (% of cohort)","average_value_Survival to age 65, male (% of cohort)","average_value_Trained teachers in primary education, female (% of female teachers)","average_value_Trained teachers in primary education, male (% of male teachers)"
Guinea-Bissau,GNB,2004,,,124.459,,,,,,,,,,,,,,,,,,,,,,5.47,54.246,49.422,288.119,313.727,,,,,,,,,,,,,,,,,,49.8309302,39.674655,,
Greece,GRC,1961,,,18.979,,,,,,,,,,,,,,,,,,,,,,2.13,70.937,66.274,123,196.938,,,,,,,,,,,,,,,,,,77.633795,66.5025098,,
High income,HIC,1993,,,27.38381916,,2352750,2258132,,,,,,,,,,,,,,,,,,,1.768096145,79.3722051,72.68963966,76.24131039,155.4736541,94.81618,94.26211,77.3585,97.1535,97.46852,1.60943,2.42651,96.67536,81.70531,96.14247,80.8402,46.65332031,42.90776062,49.67111,48.9674,52.97688,46.03955,87.63623373,76.49839344,,
"Hong Kong SAR, China",HKG,2000,,,4.3656,,,,,,,,,,,,,,,,,,,,,,1.032,83.9,78,44.431,89.865,,,77.50032043,,,,,,,,,,,49.95667,,53.52595901,,92.7095102,85.4622032,87.36876678,88.17079926
Honduras,HND,1989,,,131.091,,,,,,,,,,,,,,,,,,,,,,5.218,68.507,63.992,180.215,238.988,,,,,,,,,,,,7.189350128,11.29372978,,,,,70.7982898,62.8241508,,
Hungary,HUN,1977,,,74.007,,,,,,,,,,,,,,,,,,,,,,2.15,73.08,66.77,119.246,222.5,95.518013,96.16654968,,99.61541,99.65901,2.08698,3.1137,75.08033752,,79.20005035,,12.46570969,12.00625992,51.32025,47.29796,,38.47562,79.36965,64.582721,,
IBRD only,IBD,1980,,,64.06544782,,50200000,22800000,,,,,,,,,,,,,,,,,,,3.702424275,64.31768987,60.44928292,182.5499501,249.6568467,67.61957,67.37483,48.00805,,,8.22437,10.28286,40.95441,,52.04348,,7.728559971,9.277400017,42.61643,42.81501,47.3024,44.78597,66.97888152,58.24892577,,
IDA total,IDA,2006,,,98.63529429,,26300000,20900000,,,,,,,,,,,,,,,,,,,4.700951883,60.21237442,57.4732513,257.20131,299.082698,60.09946,60.47622,45.20883,77.66626,78.4151,8.26893,8.55444,33.77197,30.19647,40.95383,35.34739,,,44.81228,44.57814,36.95281,40.41399,59.38549867,53.47953047,,
Indonesia,IDN,1995,91.711,95.45061,53.9528,49.7,1097050,621753,,,,,,,,,,,,,,,,,,,2.688,65.625,62.965,172.175,211.201,87.86364746,82.21965027,52.25442886,,,7.38841,7.82847,43.86149979,38.75642,51.19549179,44.80908,8.775819778,13.84012985,45.90937,45.45846,37.22690964,42.44668,68.6545742,62.5884308,,
IDA only,IDX,1965,,,154.531724,,,,,,,,,,,,,,,,,,,,,,6.771518495,44.39908712,42.43578937,379.2497522,423.3640566,,,,,,,,,,,,,,,,,,37.15994192,33.41906729,,
India,IND,2019,,,10.9646,,,,,,,,,,,,,,,,,,,,,,2.202,70.95,68.464,145.05,201.396,,,54.36595917,,,,,74.52295685,,73.14083099,,30.21796036,27.11051941,,,46.04613876,,74.9803928,68.9028912,72.65724182,73.70075226
Iraq,IRQ,2015,,,74.837,,,,,,,,,,,,,,,,,,,,,,3.972,71.993,67.878,129.796,196.039,,,,,,,,,,,,,,,,,,78.0246072,69.0976236,,
Kenya,KEN,1964,,,182.6758,,,,,,,,,,,,,,,,,,,,,,8.103,51.327,47.338,325.278,391.437,,,,,,,,,,,,,,,,,,46.975803,39.7106792,,
Cambodia,KHM,1984,,,90.555,,,,,,,,,,,,,,,,,,,,,,6.338,50.213,45.743,364.641,441.756,,,,,,,,,,,,,,,,,,43.7094566,35.065675,,
Kiribati,KIR,1980,,,53.7912,,,,,,,,,,,,,,,,,,,,,,5.07,57.87,54.102,263.872,332.372,83.68675232,79.65878296,48.27585983,21.61716,20.50874,4.4293,4.76542,25.31875992,,30.11338043,,,,51.20167,45.57377,38.9610405,41.94201,55.9252018,47.3150726,,
Lao PDR,LAO,1968,,,104.8504,,,,,,,,,,,,,,,,,,,,,,5.973,47.161,44.163,387.927,450.15,,,,,,,,,,,,,,,,,,39.4964052,33.1441736,,
Lao PDR,LAO,1970,,,104.9352,,,,,,,,,,,,,,,,,,,,,,5.974,47.736,44.825,381.567,442.506,,,,,,,,,,,,,,,,,,40.3203956,34.0453288,,
Latin America & Caribbean,LCN,1981,,,90.0359965,,2227351,2042982,,,,,,,,,,,,,,,,,,,4.089516549,67.96065642,62.26727871,166.5287643,263.6129632,59.30345,54.33976,79.54684,,,12.27144,15.46584,74.6402,,71.21934,,12.24370956,15.69592953,49.99174,50.84207,56.45649,54.62783,71.18044058,59.80646406,,
Sri Lanka,LKA,1974,,,45.4936,,,,,,,,,,,,,,,,,,,,,,3.87,67.643,64.099,162.227,235.997,,,,,,,,,,,,0.822660029,1.347720027,,,,,72.1609674,63.2311078,,
Lesotho,LSO,1996,69.12575,59.14053,85.9828,,58189,77890,,,,,,,,,,,,,,,,,,,4.094,58.464,50.176,395.279,452.229,61.80620956,47.78290939,79.12129974,,,17.67603,22.67524,32.22204971,21.10095,22.72398949,11.76437,2.512269974,2.222219944,58.87271,58.92826,52.71022034,64.45428,50.8352976,32.613518,,
Malta,MLT,1965,,,15.7782,,,,,,,,,,,,,,,,,,,,,,2.52,72.204,68.385,110.002,169.812,,,,,,,,,,,,,,,,,,78.9269066,70.2096886,,
Mongolia,MNG,1998,90.16734,87.46083,29.4552,97.1,12692,16246,,,,,,,,,,,,,,,,,,,2.31,64.724,59.561,220.707,324.319,89.84352875,85.3031311,91.17723083,97.11365,92.85315,0.61232,0.82241,70.89790344,67.36067,53.04019165,50.57592,28.85969925,13.4707098,57.10238,56.78594,,51.89935,64.0689796,51.3785712,100,100
New Caledonia,NCL,1995,,,35.237,,,,,,,,,,,,,,,,,,,,,,2.59,75.8,68.4,94.696,161.047,,,,,,,,,,,,,,54.72464,,,45.01279,83.7422848,72.8603266,,
Niger,NER,2017,,71.33561,186.538,,701725,539592,,,,,,,,,,,,,,,,,,,7.001,62.776,60.485,226.833,255.179,,,53.22700882,,,,,20.70212936,17.06071,27.68139076,22.96816,2.445050001,4.969460011,41.35818,41.91998,21.60190964,49.18524,63.923122,58.733822,,
Netherlands,NLD,2002,,,7.136,,,,,,,,,,,,,,,,,,,,,,1.73,80.7,76,66.999,94.149,,,,,,,,119.0280075,89.47284,122.4234085,89.19513,57.00249863,53.44435883,49.38607,48.2305,42.38832855,45.99997,89.573455,84.594579,,
Nepal,NPL,1997,,,125.086,,,,,,,,,,,,,,,,,,,,,,4.464,61.071,59.145,241.453,279.41,,,,,,,,,,,,,,,,,,60.53547,55.430024,,
Nauru,NRU,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.36231995,,,,,98.38968658,,95.02407837,,,,,,70,,,,,
Other small states,OSS,1982,,,99.41660064,,253985,250744,,,,,,,,,,,,,,,,,,,4.722250907,62.65156487,57.46701178,220.3734813,291.4936899,67.0324,61.73009,59.32037,70.26016,72.12906,15.23554,17.16275,39.27752,33.50469,42.09521,33.75873,5.211100101,5.641270161,49.43027,48.03425,51.25005,40.76585,64.74434999,53.89500084,,
Peru,PER,1981,86.28305,90.1811,89.9498,,198126,146259,,,,,,,27.63479042,37.77389145,32.75791931,8.188710213,12.82003021,10.52886009,,,,18.49543953,24.73244095,21.64691925,4.915,62.84,58.825,173.246,241.573,,,60.45825958,,,18.64921,18.43311,53.53942871,41.71262,60.70936966,47.299,,,46.13238,46.13238,46.33945084,,66.506027,57.9118732,,
Post-demographic dividend,PST,1973,,,38.46167723,,,,,,,,,,,,,,,,,,,,,,2.145663643,74.89605269,68.29679063,108.3468087,202.2431551,93.11886,92.10905,76.07138,,,2.71096,3.69117,75.23137,,86.99837,,24.96873093,33.30895996,45.55368,45.25213,,43.62655,82.26088686,68.84921688,,
Post-demographic dividend,PST,1975,,,36.52678186,,4125979,4694655,,,,,,,,,,,,,,,,,,,2.000033016,75.63517312,69.01089421,103.3115342,197.0920264,93.56957,92.67245,76.02515,,,2.29034,3.17433,79.5008,,86.66645,,27.5620594,35.01327896,47.16737,46.69362,50.12142,44.10802,82.98262782,69.6506348,,
Qatar,QAT,1985,92.06867,91.24112,63.1714,,1312,1554,,,,,,,,,,,,,,,,,,,4.925,75.623,73.587,88.741,96.845,,,63.98466873,99.19759,93.54362,7.56882,10.61996,80.46550751,64.44154,85.32900238,69.04143,30.67959023,9.961009979,51.35307,49.93088,55.00864029,0,80.5396326,79.9598068,,
Qatar,QAT,2001,,,19.7272,100,,,,,,,,,,,,,,,,,,,,,3.124,79.086,76.658,63.537,76.059,,,82.14070129,,,,,93.13446045,,84.10054016,,32.8601799,9.698829651,50.73374,50.09269,55.15943146,0,86.1139202,86.5103792,,
Romania,ROU,1962,,,55.527,,,,,,,,,,,,,,,,,,,,,,2.04,69,65.152,124.379,184.469,,,,,,,,,,,,,,,,,,76.37999,67.629786,,
Russian Federation,RUS,2005,,,28.831,99.4,,,,,,,,,,,,,,,,,,,,,1.294,72.47,58.92,172.552,464.707,,,98.52533722,,,,,82.46515656,,83.33804321,,84.19962311,61.31090927,50.8738,48.65078,,37.21461,76.7053496,44.911252,,
South Asia,SAS,1963,,,115.4281359,,,,,,,,,,,,,,,,,,,,,,6.029620721,43.29025448,44.66287942,440.1416801,424.3683087,,,,,,,,,,,,,,,,,,33.06852437,34.60893623,,
Sudan,SDN,2006,,,112.2986,49.2,,,,,,,,,,,,,,,,,,,,,5.085,62.906,59.106,226.956,292.468,,,,,,,,36.02790833,,37.66949081,,15.0846796,12.66767025,48.354,48.30221,,46.80702,63.4537274,55.736799,,
Sudan,SDN,1981,,,115.497,,,,,,,,,,,,,,,,,,,,,,6.741,55.836,52.899,283.33,334.208,,,,,,,,,,,,,,,,,,53.0520606,47.2788864,,
Sudan,SDN,2002,,,120.013,,,,,,,,,,,,,,,,,,,,,,5.334,61.25,57.354,241.735,313.625,,,,,,,,33.87435913,,35.24497986,,10.33761024,8.74905014,48.88479,48.45863,,33.36841,61.086457,52.810655,,
Singapore,SGP,1978,,,11.8022,,,,,,,,,,,,,,,,,,,,,,1.79,74.417,68.377,115.898,191.732,91.62275696,83.06397247,66.57002258,91.15573,85.5375,9.62585,15.2524,,,,,,,51.57638,49.77972,47.47826004,8.89648,80.8059056,69.2725204,,
Serbia,SRB,1990,,,40.109,,,,,,,,,,,,,,,,,,,,,,,,,104.653,198.982,,,,,,,,,,,,,,,,,,81.941978,68.3906284,,
Sub-Saharan Africa (excluding high income),SSA,1979,,,153.2435916,,16000000,13800000,,,,,,,,,,,,,,,,,,,6.78510323,49.59093467,46.66045186,341.2367859,403.6695506,64.28254,65.95183,35.29919,60.61805,57.95878,10.57661,10.99159,13.64809,,20.94302,,1.475679994,2.589900017,40.25387,39.37884,33.68113,30.33081,44.68889857,38.48050138,,
South Sudan,SSD,1981,,,142.7778,,,,,,,,,,,,,,,,,,,,,,6.829,40.66,37.815,432.303,491.194,,,,,,,,,,,,,,,,,,32.0563592,26.9105328,,
Suriname,SUR,1972,,,136.456,,,,,,,,,,,,,,,,,,,,,,5.336,65.813,61.267,192.539,266.071,,,61.01136017,,,,,41.85575867,,33.60248947,,,,55.51443,54.90767,45.77656937,50.07559,67.343123,58.023798,,
Syrian Arab Republic,SYR,1993,,,67.2686,76.9,,,,,,,,,,,,,,,,,,,,,4.757,73.147,69.815,104.865,160.858,85.16162872,88.60669708,64.1206131,64.01948,73.11743,6.39372,7.98436,40.11936951,,49.94374847,,13.93360043,19.70030975,43.71197,43.59703,41.90319824,42.23419,81.6896604,73.3945352,,
East Asia & Pacific (IDA & IBRD countries),TEA,1990,,,30.01375628,83.93662844,5541447,1864541,,,,,,,,,,,,,,,,,,,2.591306309,69.90366969,65.96393662,126.8947551,173.2765466,,,47.63912,,,,,33.65684,,42.59413,,3.900229931,5.674759865,43.35024,42.91459,35.1847,39.41124,76.08635334,68.70917776,,
Thailand,THA,1995,,,47.5328,,,,,,,,,,,,,,,,,,,,,,1.867,74.013,66.565,135.066,253.747,,,,,,,,,,,,,,,,,,78.8283292,65.0753096,,
Tajikistan,TJK,2014,97.72736,98.56027,53.0872,90.3,6083,3323,,,,,,,,,,,,,,,,,,,3.621,72.273,67.68,106.232,165.576,98.98298645,98.27822113,76.1366272,98.49257,100,0.05681,0.05525,,,,,18.6370697,30.56819916,47.04701,,,,79.635504,69.7377542,100,100
Latin America & the Caribbean (IDA & IBRD countries),TLA,2014,95.70057,95.14416,66.47936519,,850076,1049873,,,,,,,,,,,,,,,,,,,2.114593147,77.94409951,71.48570561,94.76857534,178.2471337,86.89686,83.4578,77.3838,93.87317,95.49656,4.10611,4.94123,97.20209,78.33547,91.23659,74.19345,53.7100296,41.56515121,50.29717,50.5025,57.95945,52.08333,83.9919822,73.10679522,90.14447784,86.76892853
Timor-Leste,TLS,1977,,,52.29,,,,,,,,,,,,,,,,,,,,,,5.085,33.994,31.761,561.907,627.158,,,,,,,,,,,,,,,,,,20.155238,15.671031,,
Tuvalu,TUV,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.19863,,,,,,,
Uganda,UGA,2015,,,124.0568,,,,,,,,,,,,,,,,,,,,,,5.394,63.303,59.318,271.842,351.601,,,42.26551056,,,7.06928,7.28789,,,,,,,47.41754,,,,61.99327,53.1220084,,
Upper middle income,UMC,1982,,,39.54451592,,,,,,,,,,,,,,,,,,,,,,2.906114381,69.25187006,64.59318573,140.1826531,212.2337609,,,48.40128,,,,,42.54115,,51.24342,,8.471039772,9.583450317,44.55903,44.79618,48.35748,46.68698,74.44647331,64.7055071,,
Upper middle income,UMC,2002,,,31.34671337,,4979645,3682492,,,,,,,,,,,,,,,,,,,1.848426375,73.80865168,68.64672545,110.7746411,181.4974622,87.81275,87.9531,61.25812,92.01537,93.55026,3.92009,4.62219,69.70751,69.28454,71.16114,70.69343,21.62018967,20.87947083,48.68709,48.37075,54.9213,45.74798,80.80477797,71.47934781,,
United States,USA,1963,,,74.6802,,,,,,,,,,,,,,,,,,,,,,3.319,73.4,66.6,130.297,233.559,,,,,,,,,,,,,,,,,,78.7495798,64.0056454,,
Vietnam,VNM,2008,,,31.849,,,,,,,,,,,,,,,,,,,,,,1.918,78.721,70.46,70.465,196.758,,,77.33033752,,,,,,,,,19.03671074,19.08975029,49.77537,,,,86.0296174,71.2354516,99.89350128,94.30779266
Angola,AGO,1979,,,223.68,,,,,,,,,,,,,,,,,,,,,,7.461,45.48,42.492,417.826,482.993,,,,,,,,,,,,,,,,,,38.449526,32.4411844,,
United Arab Emirates,ARE,1983,72.52615,74.74958,109.7458,,16603,15957,,,,,,,,,,,,,,,,,,,5.283,71.407,68.522,141.139,175.219,88.26319122,85.59729767,55.55765915,95.93776,98.59707,5.72842,6.08582,57.40605164,,60.67589188,,,,46.70277,45.96906,46.01448822,0,75.168563,69.882987,,
Armenia,ARM,1984,,,54.996,,,,,,,,,,,,,,,,,,,,,,2.538,72.805,67.203,116.295,191.868,,,,,,,,,,,,,,,,,,77.86528,66.83237,,
Azerbaijan,AZE,1979,,,19.3872,,,,,,,,,,,,,,,,,,,,,,3.605,67.328,60.354,106.601,221.16,,,,,,,,,,,,,,,,,,73.3804438,58.6101528,,
Barbados,BRB,2003,91.37727,91.97879,49.8788,100,790,698,,,,,,,,,,,,,,,,,,,1.797,79.332,75.934,93.264,148.31,97.70585632,94.04894257,78.01370239,100,96.25192,,,106.0140381,89.18286,104.8914108,89.80873,,,49.87523,49.73505,58.94279861,22.93578,84.4210422,76.8119988,,
Brunei Darussalam,BRN,1990,,,39.5266,,,,,,,,,,,,,,,,,,,,,,3.29,71.844,68.909,111.401,149.736,,,,,,,,,,,,,,,,,,77.5380322,70.4147066,,
Cuba,CUB,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,2006,97.28118,95.76238,6.0188,98.7,2056,2563,,,,,,,,,,,,,,,,,,,1.85,80.4,75.9,68.409,115.834,,,,96.45118,97.05156,0,0,122.1156006,90.96301,118.0053711,87.89837,91.93080139,66.46122742,51.29042,49.3802,,44.16396,88.7851834,82.423447,,
East Asia & Pacific,EAS,1989,,,28.86516966,,6035357,1842122,,,,,,,,,,,,,,,,,,,2.588340878,70.93270208,66.74075554,120.5895927,169.5941641,,,47.97593,,,,,39.8589,,47.99554,,5.639140129,8.816980362,44.11612,44.15448,34.37928,44.45709,77.45284018,69.73615353,,
Europe & Central Asia,ECS,1960,,,40.61287729,,,,,,,,,,,,,,,,,,,,,,2.836865261,70.12956379,64.0876777,126.7285455,225.1880238,,,,,,,,,,,,,,,,,,76.37907488,62.89076165,,
Euro area,EMU,1974,,,29.90258781,,458967,510453,,,,,,,,,,,,,,,,,,,2.09987915,75.38784711,68.82817847,92.29363801,185.2452114,93.27327,91.57158,73.34086,,,5.57308,7.52089,80.22113,,84.61078,,19.14975929,26.18712997,49.47255,47.57112,,42.62223,83.81834086,70.37633529,,
Euro area,EMU,2012,98.85392,98.41591,7.780091142,,82579,98433,,,,,,,,,,,,,,,,,,,1.554409723,84.10993041,78.49048265,48.27222135,95.48376081,96.14144,94.47604,84.09794,96.51339,96.62424,1.99198,2.87189,107.5513,91.12635,108.6566,90.13646,73.44071198,62.45737839,50.45498,48.44655,62.09935,42.76873,92.24144201,85.13856509,,
Eritrea,ERI,1987,,,114.931,,,,,,,,,,,,,,,,,,,,,,6.631,50.088,47.013,364.384,410.302,,,,,,,,,,,,,,,,,,43.558957,38.307739,,
European Union,EUU,1972,,,35.27698345,,677400,795703,,,,,,,,,,,,,,,,,,,2.224508974,74.53647856,68.24900574,99.18945311,190.1332971,94.13555,92.96776,75.9208,,,4.41415,6.5804,76.55106,,79.64675,,14.97327995,21.0328598,49.94044,47.90252,,42.46704,82.57094543,69.38029191,,
"Micronesia, Fed. Sts.",FSM,1994,,,46.9466,,,,,,,,,,,,,,,,,,,,,,4.716,65.495,62.597,181.14,203.095,,,,,,,,,,,,,,,,,,68.7870876,63.2039596,,
"Micronesia, Fed. Sts.",FSM,2008,,,24.052,90,,,,,,,,,,,,,,,,,,,,,3.589,67.761,64.516,159.974,186.017,,,,,,,,,,,,,,,,,,72.5228192,66.525061,,
"Micronesia, Fed. Sts.",FSM,2014,,,16.7032,,624,684,,,,,,,,,,,,,,,,,,,3.243,68.843,65.523,150.358,182.149,,,,,,,,,,,,,,49.58873,,,,74.2263748,67.8004914,,
Grenada,GRD,2000,,,55.2782,100,,,,,,,,,,,,,,,,,,,,,2.582,75.269,70.025,130.861,228.112,,,75.50251007,,,,,,,,,,,,,,,81.6442078,71.6562392,69.55075073,60
High income,HIC,2001,,,22.60385876,,1285774,1351423,,,,,,,,,,,,,,,,,,,1.669978001,80.96694787,74.99115592,67.43344081,130.8879787,95.08634,94.59781,79.62769,,,1.51805,2.08563,99.79894,85.54786,98.79684,83.91785,60.61645889,53.1386795,49.64305,48.93869,55.72233,45.1774,89.21450694,80.08370509,,
Honduras,HND,1966,,,158.777,,,,,,,,,,,,,,,,,,,,,,7.435,52.031,48.354,314.227,371.502,,,,,,,,,,,,,,,,,,47.2648176,40.691257,,
IDA & IBRD total,IBT,1986,,,75.2764914,,63800000,38300000,,,,,,,,,,,,,,,,,,,3.920233904,64.0898224,60.40962969,183.2893094,245.4860277,68.94609,68.53163,49.30648,,75.43759,7.60983,8.98615,36.77133,,47.87094,,7.456840038,9.596079826,42.27233,42.41042,47.30378,43.56146,67.06085399,58.95616164,,
Italy,ITA,1980,,,20.0024,,,,,,,,,,,,,,,,,,,,,,1.64,77.38,70.67,76.868,165.671,,,86.66274261,98.53027,100,1.03744,1.58353,70.61155701,,74.04775238,,22.98031998,30.72769928,48.15222,47.75566,57.53770065,46.98335,86.8366114,73.9923312,,
"Korea, Rep.",KOR,1975,95.98621,97.53835,13.9966,,104931,68042,,,,,,,23.39999962,48.61679077,35.59999847,2.599999905,11.48787975,6.900000095,,,,,,,3.43,68.2,60.3,184.259,333.364,93.83422852,94.20755005,33.61257172,67.49127,82.68081,0,0,44.26475143,41.53676,62.3924408,56.74901,4.227560043,10.71210957,41.38,40.31653,18.3902092,34.08417,70.5973632,51.0832206,,
Lebanon,LBN,2018,,,14.2238,,,,,,,,,,,,,,,,,,,,,,2.087,80.821,77.076,53.338,76.205,87.20702362,82.82196045,,,,4.88798,7.55592,,,,,,,53.07088,51.19602,,41.00654,90.6453828,86.2425004,,
Liberia,LBR,1986,,,185.0282,57.9,,,,,,,,,,,,,,,,,,,,,6.82,48.673,45.13,293.681,368.854,,,,,,,,,,,,,,,,,,45.6462146,38.7192332,,
Sri Lanka,LKA,1973,,,47.0548,,,,,,,,,,,,,,,,,,,,,,3.97,67.31,63.707,164.568,238.763,,,,,,,,,,,,0.841310024,1.327980042,,,,,71.6728882,62.6723374,,
"Macao SAR, China",MAC,1972,,,6.164,,,,,,,,,,,,,,,,,,,,,,1.818,72.401,68.388,123.77,180.226,,,,,,,,21.02438927,,17.93427086,,,,51.64172,50.97856,,41.87117,79.408488,70.965904,,
Monaco,MCO,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.41969299,,,0.6006,0.19627,,,,,,,50.19405,48.92002,58.10474014,37.12575,,,,
Moldova,MDA,1988,,,51.522,,,,,,,,,,,,,,,,,,,,,,2.578,70.663,64.003,156.272,282.775,,,,,,,,,,,,,,,,,,74.0178426,58.4660804,,
Maldives,MDV,1989,,,143.8216,,,,,,,,,,,,,,,,,,,,,,6.295,60.132,61.161,257.021,213.619,,,,,,,,,,,,,,,,,,58.5791354,61.7419158,,
Mali,MLI,2019,,,164.6066,,,,,,,,,,,,,,,,,,,,,,5.785,60.085,58.529,240.815,260.161,,,,,,,,,,,,,,,,,,60.0862534,56.9031002,,
Malaysia,MYS,2000,98.51642,98.31853,13.7106,96.6,22149,26459,,,,,,,51.69601822,61.20166016,56.48104858,9.90320015,12.87261009,11.3979702,7.044429779,9.599920273,8.330840111,33.44364929,39.33061981,36.40708923,2.784,74.786,70.603,99.288,171.011,,,66.22091675,99.37038,99.12745,,,80.88642883,78.43881,74.08342743,72.29703,26.36005974,24.8843708,51.79928,51.16426,61.97896957,41.15017,83.1698516,72.905936,,
Nicaragua,NIC,2011,,,95.6208,74,,,,,,,,,,,,,,,,,,,,,2.575,75.93,69.416,112.049,203.465,,,,,,,,,,,,,,,,,,80.8158874,69.4743326,,
Netherlands,NLD,1963,,,20.0906,,,,,,,,,,,,,,,,,,,,,,3.19,75.77,71.02,84.604,150.164,,,,,,,,,,,,,,,,,,84.9695606,74.5118176,,
Other small states,OSS,1970,,,100.0197339,,291133,278174,,,,,,,,,,,,,,,,,,,4.902425817,57.77650044,52.80609661,267.3068487,341.5175472,59.84159,57.62651,57.33694,,,,,33.28672,,37.02332,,4.935689926,5.729010105,48.36747,46.96145,55.51205,40.74771,57.74300582,47.28493474,,
Pakistan,PAK,1982,,,103.594,,,,,,,,,,,,,,,,,,,,,,6.474,58.118,57.108,222.647,237.072,,,31.15578079,,,,,9.144129753,,24.74616051,,,,26.03948,25.85899,29.78974915,17.01788,58.648213,56.427292,,
Pakistan,PAK,1996,,,67.4474,,,,,,,,,,,,,,,,,,,,,,5.571,62.557,61.087,181.942,208.148,,,,,,,,,,,,,,35.20559,,,,65.2175102,61.4662574,,
Portugal,PRT,2006,,,17.0286,,,,,,,12.27340031,9.712459564,11.07161045,34.1391716,35.96128082,34.99423981,12.83829021,10.36170959,11.67609024,12.27340031,9.712459564,11.07161045,23.22253036,21.49091911,22.40992928,1.37,81.8,75.2,52.868,135.503,,,80.6116333,,,,,102.7798767,86.70095,94.39428711,78.75713,62.41693878,48.65383148,52.91843,51.0161,65.57449341,41.54112,91.4719026,80.9086152,,
Portugal,PRT,2009,,,14.3072,,,,,,,13.51721001,10.23878002,11.9834404,39.13607025,40.26491165,39.66418076,13.98445034,10.80323982,12.49617004,13.51721001,10.23878002,11.9834404,25.02103043,22.95620918,24.05503082,1.34,81.8,75.8,52.705,122.941,,,79.60397339,,,,,108.1994476,,103.7141113,,67.98628998,57.47410965,52.30613,49.87914,69.43308258,42.59656,92.1489166,82.1502944,,
Paraguay,PRY,2001,99.4715,98.36207,85.8606,,2121,6849,,,,,,,,,,,,,,,,,,,3.431,72.851,68.821,145.322,190.359,,,,90.50348,92.95913,6.65913,9.22314,66.5565033,53.22565,64.49585724,50.15347,20.85386086,14.96226978,49.99585,49.78381,61.59749985,47.34703,76.6131692,70.051534,,
South Asia,SAS,1999,,,75.12737694,,23700000,13500000,,,,,,,,,,,,,,,,,,,3.583358145,63.2476138,61.6257169,192.0433579,242.6147753,62.40688,63.3779,36.49016,87.49351,91.05992,4.72156,4.63829,35.22053,32.80551,47.63566,42.67374,5.690740108,9.083379745,40.65367,40.47149,33.94446,21.39497,64.75149027,59.24199548,,
